B0:,R37,R28,R51,R69,R16,R57,R64,R31,R32,R45,R46,R62,R15,R30,R54,R77,R35,R38,R11,R42,R55,R7,R22,R43,R26,R87,R60,R76,R79,R2,R95,R74,R93,R14,R70,R5,R40,R65,R41,R25,R23,R91,R81,R67,R59,R72,R1,R66,R44,R48,R10,R20,R97,R96,R78,R33,R29,R84,R90,R63,R27,R83,R73,R12,R86,R0,R18,R82,R61,R85,R58,R98,R80,R50,R21,R68,R34,R19,R39,R53,R6,R24,R89,R99,R47,R52,R36,R3,R71,R56,R17,R4,R49,R92,R94,R75,R9,R13,R8,R88,
B1:,R85,R24,R29,R45,R25,R83,R18,R73,R5,R97,R80,R32,R10,R42,R7,R46,R74,R87,R95,R57,R47,R88,R52,R89,R69,R63,R49,R51,R30,R66,R96,R54,R23,R90,R3,R27,R65,R48,R70,R22,R2,R14,R77,R86,R21,R43,R78,R75,R31,R93,R67,R64,R91,R62,R59,R20,R1,R0,R82,R72,R41,R12,R56,R11,R55,R37,R99,R92,R16,R38,R94,R40,R61,R9,R53,R33,R15,R84,R26,R13,R50,R58,R34,R19,R39,R4,R98,R60,R35,R28,R44,R71,R6,R68,R36,R79,R17,R76,R81,R8,
B2:,R23,R75,R76,R64,R94,R99,R6,R51,R83,R61,R65,R0,R31,R52,R9,R74,R72,R43,R10,R7,R79,R86,R95,R34,R28,R8,R37,R96,R3,R41,R13,R20,R69,R32,R92,R24,R93,R21,R53,R90,R45,R66,R57,R18,R59,R2,R91,R56,R26,R81,R19,R68,R49,R46,R14,R97,R29,R5,R63,R17,R70,R12,R78,R73,R42,R30,R40,R33,R62,R98,R47,R48,R88,R11,R85,R84,R71,R80,R54,R36,R55,R39,R89,R38,R77,R25,R16,R82,R50,R22,R44,R60,R67,R4,R15,R1,R87,R58,R27,R35,
B3:,R82,R24,R91,R18,R35,R84,R21,R3,R31,R10,R42,R53,R81,R17,R77,R58,R14,R74,R59,R37,R88,R39,R41,R43,R20,R36,R9,R27,R29,R95,R54,R87,R55,R78,R93,R90,R83,R38,R89,R92,R15,R46,R57,R48,R66,R65,R45,R26,R69,R49,R52,R99,R44,R61,R30,R32,R33,R67,R60,R12,R72,R64,R23,R4,R28,R68,R63,R19,R25,R73,R56,R13,R75,R6,R62,R76,R80,R97,R40,R5,R2,R7,R8,R85,R86,R0,R71,R51,R47,R79,R11,R94,R22,R1,R50,R96,R34,R16,R70,R98,
B4:,R45,R91,R98,R73,R50,R55,R1,R94,R36,R54,R46,R64,R69,R61,R97,R32,R28,R44,R88,R96,R0,R18,R38,R48,R4,R49,R41,R67,R23,R70,R39,R40,R80,R10,R42,R89,R68,R81,R5,R35,R58,R87,R29,R66,R56,R9,R33,R84,R31,R72,R6,R93,R14,R86,R27,R3,R59,R34,R83,R20,R85,R52,R30,R51,R92,R75,R37,R13,R17,R71,R47,R15,R53,R82,R12,R78,R16,R7,R62,R25,R24,R8,R99,R76,R26,R21,R79,R74,R22,R95,R63,R43,R2,R60,R57,R77,R19,R11,R90,R65,
B5:,R0,R14,R94,R42,R91,R23,R20,R77,R27,R28,R36,R31,R30,R19,R72,R58,R64,R45,R86,R96,R93,R63,R51,R26,R39,R47,R88,R9,R79,R4,R92,R16,R53,R21,R35,R67,R34,R99,R84,R10,R83,R65,R73,R3,R52,R70,R33,R12,R50,R11,R56,R80,R62,R37,R54,R61,R98,R8,R32,R41,R2,R44,R25,R78,R17,R60,R24,R55,R95,R49,R22,R43,R18,R74,R29,R13,R6,R68,R59,R97,R40,R90,R38,R1,R57,R71,R85,R75,R66,R69,R15,R82,R7,R48,R5,R46,R89,R81,R76,R87,
B6:,R75,R26,R19,R96,R78,R97,R57,R48,R65,R88,R82,R67,R6,R86,R21,R64,R95,R92,R84,R66,R16,R30,R35,R80,R28,R38,R89,R93,R81,R54,R12,R55,R29,R31,R37,R79,R98,R50,R39,R11,R42,R56,R62,R23,R14,R94,R40,R68,R25,R59,R58,R60,R8,R33,R1,R36,R61,R77,R72,R63,R51,R7,R90,R85,R17,R34,R10,R15,R47,R74,R73,R45,R91,R20,R0,R44,R22,R18,R3,R24,R5,R99,R49,R87,R27,R32,R41,R13,R2,R69,R52,R83,R71,R76,R4,R46,R70,R43,R53,R9,
B7:,R82,R40,R10,R12,R4,R94,R41,R44,R37,R86,R74,R90,R31,R48,R9,R99,R14,R55,R23,R75,R66,R27,R71,R60,R7,R39,R68,R83,R67,R17,R45,R3,R56,R77,R5,R22,R57,R32,R42,R69,R30,R0,R24,R47,R8,R76,R34,R72,R20,R64,R96,R80,R15,R87,R79,R63,R19,R38,R53,R25,R62,R16,R18,R51,R81,R13,R70,R61,R49,R21,R97,R65,R26,R93,R98,R33,R54,R88,R91,R52,R85,R1,R58,R89,R92,R73,R36,R2,R43,R46,R84,R6,R50,R29,R78,R28,R11,R59,R95,R35,
B8:,R31,R99,R15,R45,R82,R0,R37,R20,R62,R17,R29,R9,R64,R93,R43,R77,R24,R60,R57,R14,R89,R50,R46,R70,R95,R12,R42,R32,R76,R36,R74,R53,R83,R47,R91,R97,R4,R90,R98,R71,R85,R25,R67,R41,R55,R75,R51,R61,R81,R58,R52,R87,R5,R10,R38,R69,R28,R30,R44,R72,R7,R13,R40,R94,R26,R68,R49,R88,R73,R56,R59,R8,R27,R34,R35,R19,R48,R6,R86,R84,R92,R23,R39,R33,R66,R79,R18,R78,R54,R80,R11,R2,R63,R1,R21,R16,R65,R96,R22,R3,
B9:,R6,R50,R65,R38,R14,R66,R92,R57,R90,R56,R94,R25,R39,R58,R95,R59,R48,R81,R30,R11,R44,R88,R89,R8,R73,R28,R10,R82,R22,R78,R31,R3,R53,R85,R91,R26,R96,R71,R32,R61,R87,R35,R86,R16,R2,R84,R23,R68,R15,R13,R69,R75,R67,R34,R18,R99,R20,R77,R45,R17,R76,R29,R1,R5,R42,R70,R46,R80,R79,R52,R36,R47,R83,R74,R9,R0,R40,R33,R54,R4,R55,R19,R93,R97,R27,R51,R98,R12,R60,R24,R64,R72,R63,R41,R49,R43,R21,R37,R62,R7,
